country,sector,subsector,fuel,product,subfuel,issue_code,year_start,year_end,issue,description,flag_drop,tot_drop,fuel_keep,grey,ra,notes,ra_historic,issue_historic,description_historic,oecd,no_match,geo_change,fiscal_year,ex_ex
CZE,,,electricity,electricity,,data availability,1971,2009,time series break,"as a result of having new administrative data, there are breaks in time series between 2009 and 2010",,,,0,LA,,,,,1,2,,,
CZE,industrial,,naturalgas,other_energy,,data availability,1971,2009,time series break,new data from distribution companies were included creating time series break between 2009 and 2010,,,,,LA,,,,,1,2,,,
CZE,,,coal,other_energy,,ex-post revision,1971,2009,time series break,revised data may cause breaks in time series,,,,0,LA,,,,,1,2,,,
CZE,,,coal,other_energy,,methodology change,1971,2009,new survey causes break in residential consumption time series,coal consumption in the residential sector has been revised due to new survey data creating time series breaks between 2009 and 2010,,,,,LA,,,,,1,2,,,
CZE,industrial,,oil,other_energy,,ex-post revision,2010,2012,revisions to data,,,,,0,LA,,,,,1,2,,,
CZE,,,coal,other_energy,,ex-post revision,2010,2012,,,,,,0,,,AH,Reporting change,Year 2010-2012. Improved reporting for certain primary coal consumption flows,1,1,,,
DEU,,,naturalgas,other_energy,,extrapolation,1971,1994,end-use consumption data are estimated,"prior to 1995, end-use consumption data are based on Arbeitsgemeinschaft Energiebilanzen.",,,,,LA,,,,,1,2,,,0
DEU,,,coal,other_energy,,extrapolation,1971,2012,,,,,,,,,AH,Reporting change,Partly estimated by administration,1,0,,,
DEU,,,oil,other_energy,,methodology change,1994,2012,,,,,,,,,AH,Reporting change,Year >=1994. Final consumption by individual sector improved due to new survey,1,0,,,
DEU,,,oil,other_energy,,methodology change,1995,2012,,,,,,,,,AH,Reporting change,Year = 1995. Alignment with the Classification of the Economic Activities in the European Community (NACE).,1,0,,,
DEU,,,biofuelsandwaste,other_energy,,methodology change,1971,1996,time series break,new survey for renewables causes breaks in time series,,,,,LA,,,,,1,2,,,
DEU,,,heat,other_energy,,methodology change,1971,1998,time series break,new survey for renewable products can cause breaks in time series between 1998 and 1999,,,,,LA,,,,,1,2,,,
DEU,,,coal,other_energy,,real anomaly,1998,2005,,,,,,,,,AH,,Break in timeseries 1998-2005,1,0,,,
DEU,,,coal,other_energy,,real anomaly,1998,2005,,,,,,,,,AH,,Break in timeseries 1998-2005,1,0,,,
DEU,,,electricity,electricity,,ex-post revision,1971,2000,time series break,revisions to consumption data may cause breaks in time series,,,,0,LA,,,,,1,2,,,
DEU,,,heat,other_energy,,ex-post revision,1971,2002,time series break,"German administration performed some major revisions back to 2003, this led to breaks",,,,0,LA,,,,,1,2,,,
DEU,,,electricity,electricity,,ex-post revision,1971,2002,time series break,"German administration performed some major revisions back to 2003, this led to breaks",,,,0,LA,,,,,1,2,,,
DEU,,,naturalgas,other_energy,,methodology change,1971,2002,time series break,modifications in reporting methodology leads to breaks in some sectors,,,,,LA,,,,,1,2,,,
DEU,,,oil,other_energy,,methodology change,1971,2002,time series break in consumption,breaks due to structural changes in energy statistics following the Energy Statistics Act,,,,,LA,,,,,1,2,,,
DEU,,,heat,other_energy,,real anomaly,2002,2004,time series break,implementation of Energy Statistics Act leads to breaks in time series,,,,,LA,,,,,1,2,,,
DEU,,,coal,other_energy,,ex-post revision,2003,2011,"revisions to all primary coal types, derived products and manufactured gases","revisions affected consumption, supply, statistical differences and weighted calorific values",,,,0,LA,,,,,1,2,,,
DEU,,,heat,other_energy,,data availability,2003,2012,,,,,,1,,,AH,,Year >=2003. Only data available for direct use,1,0,,,
DEU,,,electricity,electricity,,ex-post revision,2003,2012,,,,,,0,,,AH,Reporting change,Break in timeseries 2002-2003. By admin,1,1,,,
DEU,,,,,,data availability,2004,2012,,,,,,0,,,AH,,Break in timeseries 2003-2004. Implementation of Energy Statistics Act led to more efficient data collection,1,1,,,
DEU,,,biofuelsandwaste,other_energy,,methodology change,1971,2011,time series break,changes to methodology caused time series breaks,,,,,LA,,,,,1,2,,,
DNK,,,heat,other_energy,,data availability,1971,1976,data unavailable,heat data are not available before 1976,,,,9,LA,,,,,1,2,,,
DNK,industrial,,electricity,electricity,,combined sectors,1971,2012,combined sectors,electricity consumption in non-specified industry includes consumption in district heating plants and for the distribution of electricity.,1,1,0,,LA,,,,,1,2,,,
DNK,,,oil,other_energy,,extrapolation,1971,2012,estimated data,"consumption data is based on surveys sent to companies every other year. for non survey years, figures are estimated by the Danish Energy Agency",,,,,LA,,,,,1,2,,,1
DNK,,,solarandgeothermal,other_energy,,data availability,1978,2012,data available,direct use of solar thermal energy is available from 1978,,,,1,LA,,,,,1,0,,,
DNK,,,oil,other_energy,,data availability,1988,2012,,,,,,1,,,AH,,Year <=1987. Data unavailable,1,1,,,
DNK,,,electricity,electricity,,ex-post revision,1971,1989,time series break,revision made by Danish administration for the 1990 - 2001 data which may cause time series breaks between 1989 and 1990,,,,0,LA,,,,,1,2,,,
DNK,,,naturalgas,other_energy,,ex-post revision,1971,1989,time series break,revision made by Danish administration for the 1990 - 2001 data which may cause time series breaks between 1989 and 1993,,,,0,LA,,,,,1,2,,,
DNK,,,heat,other_energy,,ex-post revision,1971,1989,time series break,revision made by Danish administration for the 1990 - 2001 data which may cause time series breaks between 1989 and 1990,,,,0,LA,,,,,1,2,,,
DNK,,,coal,other_energy,,ex-post revision,1971,1989,time series break,revision made by Danish administration for the 1990 - 2001 data which may cause time series breaks between 1989 and 1995,,,,0,LA,,,,,1,2,,,
DNK,,,biofuelsandwaste,other_energy,,ex-post revision,1971,1989,time series break,revision made by Danish administration for the 1990 - 2001 data which may cause time series breaks between 1989 and 1992,,,,0,LA,,,,,1,2,,,
DNK,,,oil,other_energy,,ex-post revision,1971,1989,time series break,revision made by Danish administration for the 1990 - 2001 data which may cause time series breaks between 1989 and 1994,,,,0,LA,,,,,1,2,,,
DNK,,,solarandgeothermal,other_energy,,ex-post revision,1971,1989,time series break,revision made by Danish administration for the 1990 - 2001 data which may cause time series breaks between 1989 and 1991,,,,0,LA,,,,,1,2,,,
DNK,,,oil,other_energy,,data availability,1989,2012,data available,information on waste oil recycling and final consumption befings in 1989,,,,1,LA,,,,,1,0,,,
DNK,industrial,,heat,other_energy,,ex-post revision,1990,2012,,,,,,0,,,AH,Reporting change,Year >=1990. Revision by administration,1,0,,,
DNK,industrial,,biofuelsandwaste,other_energy,,ex-post revision,1971,2010,time series break in consumption,revisions cause breaks in solid biofuels consumption between 2010 and 2011,,,,0,LA,,,,,1,2,,,
DOM,,,,,,data source change,1998,2012,,,,,,,,,Trin,reporting change,time series break between 1997 and 1998,0,0,,,
DZA,,,,,,ex-post revision,1971,2008,time series break,between 2008 and 2009,,,,0,MN,,,,,0,0,,,
ECU,,,oil,other_energy,,data availability,1971,2011,time series break,between 2011 and 2012 for some oil products,,,,0,MN,,,,,0,0,,,
ECU,,,,,,ex-post revision,2004,2012,,,,,,0,,,Trin,reporting change,Ecuador has revised historical data since 2004,0,1,,,
EGY,,,,,,data source change,1992,2012,reporting change,,,,,,MN,,,,,0,0,,,
ERI,,,,,,data availability,1992,2012,prior to 1992 included in Ethiopia,,,,,1,MN,,,,,0,2,1,,
ESP,industrial,,naturalgas,other_energy,,combined sectors,1971,1993,time series break,a large number of CHP autoproducers were previously included in industry consumption,1,1,0,,MN,,,,,1,2,,,
ESP,,,oil,other_energy,,methodology change,1971,1995,time series breaks,a change in the reporting system occured mid 1996 resulting in some breaks in time series,,,,,MN,,,,,1,2,,,
ESP,,,biofuelsandwaste,other_energy,,combined sectors,1971,2005,,,1,1,0,,,does this really seem lik something worth dropping data for,GD,reporting change,year <= 2005: biogases erroneously included as inputs to tranformation rather than consumption,1,1,,,
ESP,,,heat,other_energy,,methodology change,1971,2005,time series break,"Starting in 2006, a new method was used to estimate the losses from final consumption, resulting in a break in time series between 2005 and 2006",,,,,MN,,,,,1,2,,,
ESP,,,naturalgas,other_energy,,methodology change,1971,2005,time series breaks,between 2005 and 2006 there are some breaks in time sereis for finalconsuption due to a change in the estimation methodology,,,,,MN,,,,,1,2,,,
ESP,,,electricity,electricity,,methodology change,1971,2005,time series break,"Starting in 2006, a new method was used to estimate the losses from final consumption, resulting in a break in time series between 2005 and 2006",,,,,MN,,,,,1,2,,,
ESP,,,heat,other_energy,,data availability,1990,2012,,,,,,1,,,GD,reporting change,year >= 1990: data available,1,0,,,
ESP,,,heat,other_energy,,data availability,1994,2012,data newly available,available from 1994,,,,1,MN,,,,,1,0,,,
ESP,,,naturalgas,other_energy,,real anomaly,1997,2012,increase in demand,new plant opened fueled by natural gas in 1997,,,,,MN,,,,,1,2,,,
ESP,,,biofuelsandwaste,other_energy,,data availability,2001,2012,,,,,,1,,,GD,reporting change,year >= 2001: data available,1,1,,,
ESP,supply,,coal,other_energy,,real anomaly,2008,2012,decrease in supply,lignite mining ceased in 2008,,,,,MN,,,,,1,2,,,
EST,,,allbutbiofuels,,,real anomaly,1990,2012,data for estonia available after 1990,"before 1990, data for estonia is included in former soviet",,,,1,LA,,,,,1,2,1,,
ETH,,,,,,real anomaly,1971,1991,ERI included until 1992,,,,,,MN,,,,,0,2,1,,
ETH,,,,,,,1971,2012,data reported on the fiscal year,,,,,,MN,,,,,0,2,,1,
ETH,,,biofuelsandwaste,other_energy,,extrapolation,1971,2012,estimated data,1/2 estimated,,,,,MN,,,,,0,2,,,
ETH,,,solarandgeothermal,other_energy,,real anomaly,2010,2010,,,,,,,,,Trin,reporting change,time series break in 2010 (plant out of commission),0,1,,,
ETH,,,,,,data source change,2012,2012,,,,,,,,,Trin,data source,differing source 2012 to 2015,0,1,,,
FIN,,,coal,other_energy,,real anomaly,1994,1994,production ceased,production of gas works gas ceased in April 1994,,,,,LA,,,,,1,2,,,
FIN,,,oil,other_energy,,methodology change,1995,2012,,,,,,,,,AH,Reporting change,Break in timeseries 1995. Aligning of the National Board of Customs trade data collection system with the European Unionâs Intrastat system,1,1,,,
FIN,,,oil,other_energy,,methodology change,1971,1988,time series break,"due to a new calculation model, there is a break in fuel oil other consumption between 1998 and 1999 ",,,,,LA,,,,,1,2,,,
FIN,,,oil,other_energy,,methodology change,1971,1999,time series break,new survey system and data classification leads to breaks in time series,,,,,LA,,,,,1,2,,,
FIN,,,biofuelsandwaste,other_energy,,methodology change,1971,1999,time series break,new survey system and data classification leads to breaks in time series,,,,,LA,,,,,1,2,,,
FIN,,,heat,other_energy,,methodology change,1971,1999,time series break,new survey system and data classification leads to breaks in time series,,,,,LA,,,,,1,2,,,
FIN,,,solarandgeothermal,other_energy,,methodology change,1971,1999,time series break,new survey system and data classification leads to breaks in time series,,,,,LA,,,,,1,2,,,
FIN,,,coal,other_energy,,methodology change,1971,1999,time series break,new survey system and data classification leads to breaks in time series,,,,,LA,,,,,1,2,,,
FIN,,,naturalgas,other_energy,,methodology change,1971,1999,time series break,new survey system and data classification leads to breaks in time series,,,,,LA,,,,,1,2,,,
FIN,,,electricity,electricity,,methodology change,1971,1999,time series break,new survey system and data classification leads to breaks in time series,,,,,LA,,,,,1,2,,,
FIN,,,oil,other_energy,,methodology change,1999,2012,,,,,,,,,AH,Reporting change,Break in timeseries 1998-1999. Only in other consumption,1,0,,,
FIN,,,coal,other_energy,,ex-post revision,2000,2012,,,,,,0,,,AH,Reporting change,Year >=2000. For some consumption flows only,1,1,,,
FIN,,,coal,other_energy,,ex-post revision,2000,2012,,,,,,0,,,AH,Reporting change,Year >=2000. For some consumption flows only,1,1,,,
FIN,,,heat,other_energy,,ex-post revision,1971,2006,time series break,review of NACE sector encoding led to revisions and time series breaks in some sectors,,,,0,LA,,,,,1,2,,,
FIN,,,heat,other_energy,,ex-post revision,2007,2012,,,,,,0,,,AH,Reporting change,Break in timeseries 2006-2007. Revision of the sectoral heat consumption time series by administration,1,1,,,
FRA,industrial,,oil,other_energy,,data availability,1971,1982,data for breakdown unavailable,"after 1982, no breakdown between energy and non-energy use is available for this product",,,,1,LA,,,,,1,2,,,
FRA,,,heat,other_energy,,methodology change,1971,2004,,,,,,,,,AH,Reporting change,Year <2005. Reported as direct use,1,0,,,
FRA,industrial,,coal,other_energy,,extrapolation,1989,1998,estimated data,"IEA estimated industry consumption based on Consommations d'Energie dans l'Industrie, SESSI",,,,,LA,,,,,1,0,,,1
FRA,supply,,naturalgas,other_energy,,methodology change,1990,1998,statistical differences include consumption,statistical difference includes gas consumption which is not broken down by sector,,,,9,LA,,,,,1,2,,,
FRA,commercial,,electricity,electricity,,combined sectors,1990,2012,combined sectors,"electricity consumption at railway and bus, shipping piers and airports ins now included in commercial sector",1,1,0,,LA,,,,,1,0,,,
FRA,,,electricity,electricity,,ex-post revision,1990,2012,time series break,road electricity consumption has been revised following an extended review of NACE sector encoding by the administration,,,,0,LA,,,,,1,0,,,
FRA,,,naturalgas,other_energy,,methodology change,2000,2012,,,,,,,,,AH,Reporting change,Break in timeseries 1999-2000. New methodology for preparing the natural gas balances.,1,1,,,
FRA,industrial,,oil,other_energy,,methodology change,1971,2001,time series breaks,breaks in LPG time series in 2001 due to improved data collection,,,,,LA,,,,,1,2,,,
FRA,,,oil,other_energy,,data availability,2001,2012,,,,,,1,,,AH,,Year <2001. Data unavailable,1,1,,,
FRA,,,electricity,electricity,,ex-post revision,2004,2012,,,,,,0,,,AH,Reporting change,Break in timeseries 2004.,1,1,,,
FRA,industrial,,oil,other_energy,,real anomaly,1971,2005,time series breaks,breaks in LPG time series as consumption from one chemical company was reclassified from energy use to. non energy use,,,,1,LA,,,,,1,2,,,
FRA,,,biofuelsandwaste,other_energy,,ex-post revision,2005,2012,,,,,,0,,,AH,Reporting change,Break in timeseries 2004-2005,1,1,,,
FRA,,,biofuelsandwaste,other_energy,,ex-post revision,2005,2012,,,,,,0,,,AH,Reporting change,Break in timeseries 2004-2005,1,1,,,
FRA,,,naturalgas,other_energy,,data availability,1971,2008,time series break,breaks in time series between 2008 and 2009 due to improvements in data collection,,,,0,LA,,,,,1,2,,,
FRA,industrial,,coal,other_energy,,methodology change,1971,2010,time series breaks,change in methodology causes breaks in consumption time series,,,,,LA,,,,,1,2,,,
FRA,industrial,,coal,other_energy,,methodology change,1971,2010,time series breaks,change in methodology causes breaks in consumption time series,,,,,LA,,,,,1,2,,,
FRA,,,heat,other_energy,,data availability,2012,2012,data on heat distribution losses available,"available only from 2012, before that they were included in final consumption",,,,1,LA,,,,,1,2,,,
GAB,,,,,,data availability,1971,2009,time series break,between 2009 and 2010,,,,0,MN,,,,,0,2,,,
GBR,,,biofuelsandwaste,other_energy,,ex-post revision,1971,2000,time series breaks,between 2000 and 2001,,,,0,MN,,,,,1,2,,,
GBR,residential,,biofuelsandwaste,other_energy,,ex-post revision,1971,2007,time series breaks,between 2007 and 2008,,,,0,MN,,,,,1,2,,,
GBR,,,naturalgas,other_energy,,methodology change,1971,2007,time series break,between 2007 and 2008,,,,,MN,,,,,1,2,,,
GBR,residential,,electricity,electricity,,combined sectors,1990,2012,misspecification of electricity consumed,starting in 1990,1,1,0,,MN,,,,,1,0,,,
GBR,,,coal,other_energy,,methodology change,2002,2012,,,,,,,,,GD,reporting change,year >= 2002: calorific values changed,1,1,,,
GBR,industrial,,oil,other_energy,,ex-post revision,2008,2012,time series break,from 2008,,,,0,MN,,,,,1,0,,,
GBR,,,oil,other_energy,,methodology change,2008,2012,,,,,,,,,GD,reporting change,year >= 2008: methodology change,1,1,,,
GBR,,,oil,other_energy,,ex-post revision,2012,2012,,,,,,0,,,GD,reporting change,year >= 2012: revisions,1,1,,,
GEO,,,,,,extrapolation,1990,2008,estimated data,1/2 estimated,,,,,MN,,,,,0,2,,,
GEO,,,,,,real anomaly,1990,2012,prior to 1990 included in Former Yugoslavia,,,,,,MN,,,,,0,2,1,,
GEO,,,,,,extrapolation,2008,2012,estimated data,1/2 estimated,,,,,MN,,,,,0,2,,,
GHA,,,biofuelsandwaste,other_energy,,ex-post revision,1971,1999,time series break,between 1999 and 2000,,,,0,MN,,,,,0,0,,,
GHA,,,oil,other_energy,,ex-post revision,2009,2012,time series break,from 2009 to 2012,,,,0,MN,,,,,0,2,,,
GHA,,,oil,other_energy,,real anomaly,2011,2012,increase supply,began oil production from the Jubilee fields,,,,,MN,,,,,0,2,,,
GIB,,,oil,other_energy,,ex-post revision,1971,2012,,,,,,,,,Trin,reporting change,"In the 2015 edition, the time series for residual fuel oil and gas/diesel oil consumed as international marine bunkers were revised based on newly available  information.",0,1,,,
GRC,industrial,,biofuelsandwaste,other_energy,,data availability,1971,2002,,,,,,1,,,AH,,"Year 2003-2012. Data unavailable for paper, pulp and printing industry",1,1,,,
GRC,,,biofuelsandwaste,other_energy,,data availability,1996,2012,,,,,,0,,,AH,,Break in time series 1995-1996. New information available from1996,1,0,,,
GRC,supply,,naturalgas,other_energy,,real anomaly,1998,1999,production stopped,in Nov 1998 production of natural gas stopped and started again in Dec 1999,,,,,LA,,,,,1,2,,,
GRC,,,oil,other_energy,,real anomaly,1998,1999,production stopped,"crude oil production stopped on Nov 30, 1998 and started again Dec 1999",,,,,LA,,,,,1,2,,,
GRC,residential,,solarandgeothermal,other_energy,,data availability,2004,2012,consumption data available,direct use of geothermal heat in residential available from 2004,,,,1,LA,,,,,1,2,,,
GRC,,,biofuelsandwaste,other_energy,,real anomaly,1971,2005,decrease in industrial waste used,plant closed,,,,,LA,,,,,1,2,,,
GRC,,,oil,other_energy,,methodology change,2012,2012,time series break,"breaks for biodiesel, lubricants and stocks due to a new reporting system ",,,,,LA,,,,,1,2,,,
GTM,,,oil,other_energy,,real anomaly,2002,2012,decrease in supply,Texaco refinery ceased operations,,,,,MN,,,,,0,0,,,
HKG,,,,,,ex-post revision,1971,2000,time series break,between 2000 and 2001,,,,0,MN,,,,,0,0,,,
HND,,,,,,ex-post revision,2009,2012,,,,,,0,,,Trin,reporting change,"In 2016 edition, time series data were revised for the period 2009-2013.",0,1,,,
HND,,,biofuelsandwaste,other_energy,,ex-post revision,2011,2012,,,,,,0,,,Trin,reporting change,time series break between 2010 and 2011,0,1,,,
HRV,,,,,,real anomaly,1990,2012,data availability,prior to 1990 included in Former Yugoslavia,,,,1,MN,,,,,0,2,1,,
HTI,,,biofuelsandwaste,other_energy,,ex-post revision,2005,2011,breaks in times series,revisions made between 2005 and 2011,,,,0,MN,,,,,0,2,,,
HTI,,,,,,extrapolation,2008,2008,estimated data,1/2 estimated,,,,,MN,,,,,0,2,,,
HTI,,,,,,extrapolation,2009,2012,estimated data,1/3 estimated,,,,,MN,,,,,0,0,,,
HUN,industrial,,naturalgas,other_energy,,methodology change,1997,2012,,,,,,,,,AH,Reporting change,Break in timeseries 1996-1997. New methodology,1,0,,,
HUN,,,oil,other_energy,,data availability,1998,2012,change in reporting data,data for additives and aviation gasoline become available,,,,1,TB,,,,,1,2,,,
HUN,,,biofuelsandwaste,other_energy,,data availability,2000,2012,,,,,,1,,,AH,,Data available from 2000,1,0,,,
HUN,,,electricity,electricity,,data availability,2001,2012,,,,,,1,,,AH,,Year >=2001 only data available,1,0,,,
HUN,,,biofuelsandwaste,other_energy,,data availability,2003,2012,newly available data,data for industrial waste available from 2003,,,,1,TB,,,,,1,0,,,
HUN,,,biofuelsandwaste,other_energy,,data availability,2007,2012,,,,,,1,,,AH,,Data available from 2007,1,0,,,
HUN,,,biofuelsandwaste,other_energy,,ex-post revision,2010,2012,time series break,"In 2017 edition, Hungarian gov. revised solid biofuels consumption back to 2010 based on new data",,,,0,TB,,,,,1,0,,,
HUN,,,oil,other_energy,,methodology change,2010,2012,,,,,,,,,AH,Reporting change,Break in timeseries 2009-2010. New survey,1,1,,,
HUN,supply,,biofuelsandwaste,other_energy,,methodology change,2012,2012,time series break,2012 change in biogasoline reporting methodology,,,,,TB,,,,,1,2,,,
IDN,,,,,,data source change,1971,1991,reporting change,,,,,,MN,,,,,0,2,,,
IDN,industrial,,,,,extrapolation,1971,2012,,,,,,,,,Trin,IEA estimated data,Non-specified industry consumption is re-estimated by the IEA Secretariat. (unclear time period),0,0,,,1
IDN,,,biofuelsandwaste,other_energy,,extrapolation,1971,2012,,,,,,,,,Trin,IEA estimated data,all years,0,1,,,1
IDN,,,,,,data source change,1992,2007,reporting change,,,,,,MN,,,,,0,2,,,
IDN,,,electricity,electricity,,extrapolation,2000,2012,,,,,,,,,Trin,IEA estimated data,2000-2015,0,1,,,1
IDN,,,,,,data source change,2008,2012,reporting change,,,,,,MN,,,,,0,2,,,
IND,,,,,,,1971,2012,data reported on the fiscal year,,,,,,MN,,,,,0,2,,1,
IND,,,coal,other_energy,,extrapolation,1971,2012,estimated data,,,,,,MN,,,,,0,2,,,
IND,,,biofuelsandwaste,other_energy,,extrapolation,1971,2012,,,,,,,,exclusive estimation,Trin,IEA estimated data,all years,0,1,,,1
IND,,,biofuelsandwaste,other_energy,,extrapolation,1992,2012,estimated data,1/11 estimated,,,,,MN,,,,,0,2,,,
IRL,residential,,oil,other_energy,,combined sectors,1971,2012,change in reporting data,inputs of petroleum coke into patent fuel transformation reported with residential consumption,1,1,0,,TB,,,,,1,2,,,
IRL,residential,,coal,other_energy,,methodology change,1971,2012,data limitation,"inputs of anthracite, other bituminous coal and peak briquettes for patent fuel transformation are reported with residential consumption",1,1,0,,TB,,,,,1,2,,,
IRL,industrial,,naturalgas,other_energy,,data availability,1986,2012,,,,,,1,,,AH,,Year <1986. Detailed consumption figures for the use of natural gas in industry and other sectors not available,1,0,,,
IRL,,,heat,other_energy,,data availability,1989,2012,newly available data,data for direct use of geothermal heat available from 1989,,,,1,TB,,,,,1,2,,,
IRL,,,biofuelsandwaste,other_energy,,data availability,1990,2012,,,,,,1,,,AH,,Year <1990. Data unavailable,1,0,,,
IRL,,,heat,other_energy,,data availability,1990,2012,newly available data,data for direct use of solar thermal heat available from 1990,,,,1,TB,,,,,1,2,,,
IRL,,,biofuelsandwaste,other_energy,,data availability,1990,2012,newly available data,data for solid biofuels and biogases available from 1990,,,,1,TB,can drop is a match,,,,1,0,,,
IRL,,,oil,other_energy,,methodology change,1990,2012,,,,,,,,,AH,Reporting change,Break in timeseries 1989-1990. New survey,1,0,,,
IRL,supply,,electricity,electricity,,real anomaly,1992,2012,new generation fuel used,electricity production from wind begins in 1992,,,,,TB,,,,,1,2,,,
IRL,supply,,naturalgas,other_energy,,real anomaly,1996,2012,increase in imports,due to new pipeline system and depletion of a gas field,,,,,TB,,,,,1,2,,,
IRL,supply,,electricity,electricity,,real anomaly,1996,2012,new generation fuel used,electricity production from biogas begins in 1996,,,,,TB,,,,,1,2,,,
IRL,,,electricity,electricity,,real anomaly,2004,2012,significant consumption change,due to new light rail transit system,,,,,TB,,,,,1,0,,,
IRL,,,oil,other_energy,,methodology change,2007,2012,,,,,,,,,AH,Reporting change,Break in timeseries 2006-2007,1,0,,,
IRL,,,oil,other_energy,,methodology change,2007,2012,,,,,,,,,AH,Reporting change,Break in timeseries 2006-2007,1,1,,,
IRL,,,oil,other_energy,,methodology change,2007,2012,,,,,,,,,AH,Reporting change,Break in timeseries 2006-2007,1,1,,,
IRL,,,oil,other_energy,,methodology change,2007,2012,,,,,,,,,AH,Reporting change,Break in timeseries 2006-2007,1,1,,,
IRL,,,oil,other_energy,,methodology change,2009,2012,,,,,,,,,AH,Reporting change,Break in timeseries 2008-2009,1,1,,,
IRL,,,oil,other_energy,,methodology change,2009,2012,,,,,,,,,AH,Reporting change,Break in timeseries 2008-2009,1,1,,,
IRL,,,oil,other_energy,,methodology change,2009,2012,,,,,,,,,AH,Reporting change,Break in timeseries 2008-2009,1,1,,,
IRL,,,oil,other_energy,,methodology change,2009,2012,,,,,,,,,AH,Reporting change,Break in timeseries 2008-2009,1,1,,,
IRL,,,oil,other_energy,,methodology change,2009,2012,,,,,,,,,AH,Reporting change,Break in timeseries 2008-2009,1,0,,,
IRL,industrial,,naturalgas,other_energy,,real anomaly,2011,2012,,,,,,,,,AH,,Year = 2011. Increase in non-ferrous metals consumption is due to a fuel switch to natural gas,1,0,,,
IRN,,,,,,data source change,1971,1991,reporting change,,,,,,MN,,,,,0,2,,,
IRN,,,,,,,1971,2012,data reported on Iranian calendar,,,,,,MN,,,,,0,2,,1,
IRN,,,,,,data source change,1992,1998,reporting change,,,,,,MN,,,,,0,2,,,
IRN,,,,,,data source change,1999,2012,reporting change,,,,,,MN,,,,,0,2,,,
IRQ,,,,,,extrapolation,1971,1997,estimated data,1/2 estimated,,,,,MN,,,,,0,0,,,
IRQ,,,,,,extrapolation,1998,2012,estimated data,1/12 estimated,,,,,MN,,,,,0,0,,,
ISL,reisdential,,heat,other_energy,,data availability,1990,2012,newly available data,heat consumption breakdown by sector available for these years,,,,1,TB,,,,,1,0,,,
ISL,industrial,,,,,real anomaly,2000,2012,siginificant consumption change,final consumption increases as a new iron and steel plant came online,,,,,TB,,,,,1,0,,,
ISL,,,electricity,electricity,,real anomaly,2004,2007,siginificant consumption change,increase in consumption due to drilling to create a power plant,,,,,TB,,,,,1,2,,,
ISL,supply,,electricity,electricity,,real anomaly,2007,2012,siginificant consumption change,expansion of aluminium industry in 2007 increases hydro and geothermal elec production from 2007,,,,,TB,"this issue refers to only change in production, but it is also possibly a shock to prices and thus consumption",,,,1,2,,,
ISR,supply,,electricity,electricity,,real anomaly,2001,2012,new supply,electricity production from wind begins in 2001,,,,,TB,,,,,1,2,,,
ISR,supply,,naturalgas,other_energy,,real anomaly,2008,2012,new supply,imports of natural gas began in 2008,,,,,TB,,,,,1,2,,,
ISR,,,electricity,electricity,,extrapolation,2012,2012,time series break,solar thermal production and direct consumption revised and now estimated by the IEA,,,,0,TB,,,,,1,0,,,
ISR,,,biofuelsandwaste,other_energy,,extrapolation,2012,2012,data estimated,data on imports and consumption of charcoal estimated since 2012 based on figures for 2011,,,,,TB,,,,,1,2,,,1
ISR,,,naturalgas,other_energy,,extrapolation,2012,2012,data estimated (by IEA),"from 2012 all natural gas data, excep inputs to elec production, estimated by the IEA",,,,,TB,,,,,1,2,,,1
ITA,,,oil,other_energy,,extrapolation,1992,1997,estimated data (by IEA),data for years 1992-1997 and detailed consumption breakdown estimated by IEA,,,,,TB,,,,,1,0,,,1
ITA,,,oil,other_energy,,data availability,1971,1998,time series break,"due to new surveys, breaks appear in the consumption time series",,,,0,TB,,,,,1,2,,,
ITA,,,coal,other_energy,,methodology change,1998,2012,,,,,,,,,AH,Reporting change,Breaks in timeseries 1997-1998. New survey,1,0,,,
ITA,commercial,,oil,other_energy,,methodology change,1999,2012,,,,,,,,,AH,Reporting change,Breaks in 1998-1999. New survey,1,0,,,
ITA,,,biofuelsandwaste,other_energy,,ex-post revision,2002,2012,change in methodology,"methodoogy used to calculate solid biofuels consumption in the residential sector for 2002 -2014 updated, creating a break in time series between 2001-2002",,,,0,TB,,,,,1,0,,,
ITA,industrial,,,,,methodology change,1971,2003,time series break,change in methodology leads to time series break,,,,,TB,,,,,1,2,,,
ITA,industrial,,naturalgas,other_energy,,methodology change,1971,2003,time series break,due to new data reporting methodology,,,,,TB,,,,,1,2,,,
ITA,,,heat,other_energy,,ex-post revision,1971,2010,data revision,revisions of final consumption of heat by Italian administration led to breaks between 2010 and 2011,,,,0,TB,,,,,1,2,,,
ITA,,,heat,other_energy,,ex-post revision,2011,2012,,,,,,0,,,AH,Reporting change,Break in timeseries 2010-2011,1,1,,,
JAM,,,oil,other_energy,,data availability,1971,2007,time series break,between 2007 and 2008,,,,0,MN,,,,,0,0,,,
JAM,,,electricity,electricity,,data availability,1971,2007,time series break,between 2007 and 2008,,,,0,MN,,,,,0,0,,,
JAM,,,,,,extrapolation,1991,2006,estimated data,1/2 estimated,,,,,MN,,,,,0,0,,,
JAM,,,,,,extrapolation,2007,2012,estimated data,1/7 estimated,,,,,MN,,,,,0,0,,,
JOR,,,,,,data source change,1971,1991,reporting change,,,,,,MN,,,,,0,0,,,
