,filtered_tau,ipt_ttmax500,ipt_ttmax100,ipt_dT_lt_0
10396,True,False,True,True
10397,True,False,True,True
10398,True,False,True,True
10399,True,True,True,True
10400,True,False,True,True
10401,True,False,True,True
10402,True,False,True,True
10403,True,True,True,True
10404,True,False,True,True
10405,True,False,False,False
10406,True,False,True,True
10407,True,True,True,True
10408,True,False,False,True
10409,True,True,True,True
10410,True,True,True,True
10411,True,True,True,True
10412,True,True,True,True
10413,True,False,False,True
10414,True,False,True,True
10415,True,True,True,True
10416,True,True,True,True
10417,True,True,True,True
10418,True,False,True,True
10419,True,False,False,True
10420,True,True,True,True
10421,False,False,False,False
10422,True,True,True,True
10423,True,True,True,True
10424,True,True,True,True
10425,True,True,True,True
10426,True,True,True,True
10427,True,True,True,True
10428,True,True,True,True
10429,True,True,True,True
10430,True,True,True,True
10431,True,False,True,True
10432,True,True,True,True
10433,True,False,True,True
10434,True,True,True,True
10435,True,False,True,True
10436,True,True,True,True
10437,True,False,True,True
10438,True,False,True,True
10439,True,False,False,True
10440,True,False,False,True
10441,True,True,True,True
10442,True,False,True,True
10443,True,True,True,True
10444,True,True,True,True
10445,True,False,True,True
10446,True,False,True,True
10447,True,False,True,True
10448,True,False,True,True
10449,True,False,False,True
10450,True,False,True,True
10451,True,False,True,True
10452,True,True,True,True
10453,True,True,True,True
10454,True,True,True,True
10455,True,True,True,True
10456,True,True,True,True
10457,True,True,True,True
10458,True,True,True,True
10459,True,True,True,True
10460,True,True,True,True
10461,True,True,True,True
10462,False,False,False,False
10463,True,True,True,True
10464,True,False,False,True
10465,True,True,True,True
10466,True,False,True,True
10467,True,False,False,True
10468,True,False,True,True
10469,True,False,False,True
10470,True,True,True,True
10471,True,False,True,True
10472,True,False,True,True
10473,True,False,True,True
10474,True,False,True,True
10475,False,False,False,False
10476,True,True,True,True
10477,True,True,True,True
10478,True,False,False,True
10479,True,True,True,True
10480,True,True,True,True
10481,True,True,True,True
10482,True,True,True,True
10483,True,False,True,True
10484,True,True,True,True
10485,True,True,True,True
10486,True,False,False,True
10487,True,True,True,True
10488,True,False,True,True
10489,True,False,True,True
10490,True,True,True,True
10491,True,False,False,True
10492,True,True,True,True
10493,True,False,True,True
10494,True,True,True,True
10495,True,False,True,True
10496,True,False,False,True
10497,True,False,False,True
10498,True,False,True,True
10499,True,True,True,True
10500,True,False,True,True
10501,True,True,True,True
10502,True,False,True,True
10503,True,False,False,True
10504,True,True,True,True
10505,True,True,True,True
10506,True,True,True,True
10507,True,True,True,True
10508,False,False,False,False
10509,True,False,False,True
10510,True,True,True,True
10511,False,False,False,False
10512,True,True,True,True
10513,True,False,True,True
10514,True,False,False,True
10515,True,False,True,True
10516,True,True,True,True
10517,True,True,True,True
10518,True,False,True,True
10519,True,True,True,True
10520,True,True,True,True
10521,True,True,True,True
10522,True,True,True,True
10523,True,False,True,True
10524,True,True,True,True
10525,True,True,True,True
10526,True,False,True,True
10527,True,False,True,True
10528,True,True,True,True
10529,True,False,False,True
10530,True,True,True,True
10531,True,False,True,True
10532,True,True,True,True
10533,True,True,True,True
10534,True,True,True,True
10535,True,False,False,True
10536,True,True,True,True
10537,True,True,True,True
10538,True,True,True,True
10539,True,True,True,True
10540,True,True,True,True
10541,True,False,False,True
10542,True,False,False,True
10543,True,False,False,True
10544,True,False,True,True
10545,True,True,True,True
10546,False,False,False,False
10547,True,True,True,True
10548,True,True,True,True
10549,True,False,True,True
10550,True,False,True,True
10551,True,False,True,True
10552,False,False,False,False
10553,True,True,True,True
10554,True,False,True,True
10555,True,True,True,True
10556,True,True,True,True
10557,True,True,True,True
10558,True,True,True,True
10559,True,True,True,True
10560,True,True,True,True
10561,True,False,True,True
10562,True,False,True,True
10563,True,True,True,True
10564,True,True,True,True
10565,True,False,True,True
10566,True,True,True,True
10567,True,True,True,True
10568,True,False,True,True
10569,True,True,True,True
10570,True,True,True,True
10571,True,True,True,True
10572,True,False,True,True
10573,True,True,True,True
10574,True,True,True,True
10575,True,True,True,True
10576,True,False,True,True
10577,True,False,True,True
10578,True,True,True,True
10579,True,False,True,True
10580,True,True,True,True
10581,True,True,True,True
10582,True,True,True,True
10583,True,False,False,True
10584,True,False,True,True
10585,True,False,True,True
10586,True,False,True,True
10587,True,True,True,True
10588,True,False,True,True
10589,True,True,True,True
10590,True,False,True,True
10591,True,True,True,True
10592,True,False,True,True
10593,True,True,True,True
10594,True,False,True,True
10595,True,False,False,True
10596,True,True,True,True
10597,True,True,True,True
10598,True,True,True,True
10599,True,True,True,True
10600,True,True,True,True
10601,True,True,True,True
10602,True,False,True,True
10603,True,True,True,True
10604,True,False,True,True
10605,True,True,True,True
10606,True,False,True,True
10607,True,False,False,True
10608,True,False,True,True
10609,True,True,True,True
10610,True,True,True,True
10611,True,True,True,True
10612,True,True,True,True
10613,True,False,False,True
10614,False,False,False,False
10615,True,True,True,True
10616,True,False,True,True
10617,True,True,True,True
10618,True,True,True,True
10619,True,False,True,True
10620,True,True,True,True
10621,True,True,True,True
10622,True,False,False,True
10623,True,False,False,True
10624,True,False,True,True
10625,True,True,True,True
10626,True,True,True,True
10627,True,True,True,True
10628,True,True,True,True
10629,True,False,True,True
10630,True,True,True,True
10631,True,False,True,True
10632,True,False,True,True
10633,True,True,True,True
10634,True,True,True,True
10635,True,False,False,True
10636,True,False,True,True
10637,True,True,True,True
10638,True,False,True,True
10639,True,False,True,True
10640,True,True,True,True
10641,True,True,True,True
10642,True,True,True,True
10643,True,False,True,True
10644,True,True,True,True
10645,True,False,True,True
10646,True,False,True,True
10647,True,False,True,True
10648,True,False,True,True
10649,True,True,True,True
10650,True,False,True,True
10651,True,False,True,True
10652,True,False,True,True
10653,True,True,True,True
10654,True,True,True,True
10655,True,True,True,True
10656,True,True,True,True
10657,True,True,True,True
10658,True,False,True,True
10659,True,True,True,True
10660,True,False,True,True
10661,True,True,True,True
10662,True,True,True,True
10663,True,False,False,True
10664,True,True,True,True
10665,True,False,True,True
10666,True,True,True,True
10667,False,False,False,False
10668,True,False,True,True
10669,False,False,False,False
10670,True,False,True,True
10671,True,True,True,True
10672,True,False,True,True
10673,True,True,True,True
10674,True,True,True,True
10675,True,True,True,True
10676,True,True,True,True
10677,True,True,True,True
10678,True,False,True,True
10679,True,True,True,True
10680,True,True,True,True
10681,True,True,True,True
10682,True,False,False,True
10683,True,True,True,True
10684,True,True,True,True
10685,True,True,True,True
10686,True,True,True,True
10687,True,True,True,True
10688,True,False,True,True
10689,True,True,True,True
10690,True,False,False,True
10691,True,False,True,True
10692,True,True,True,True
10693,True,True,True,True
10694,True,False,True,True
10695,True,True,True,True
10696,True,False,False,True
10697,False,False,False,False
10698,True,False,True,True
10699,True,True,True,True
10700,True,False,True,True
10701,True,True,True,True
10702,True,False,True,True
10703,True,True,True,True
10704,True,True,True,True
10705,True,True,True,True
10706,True,True,True,True
10707,True,True,True,True
10708,True,False,False,True
10709,True,True,True,True
10710,True,True,True,True
10711,True,True,True,True
10712,True,True,True,True
10713,True,False,True,True
10714,True,True,True,True
10715,True,True,True,True
10716,True,False,True,True
10717,True,True,True,True
10718,True,True,True,True
10719,True,True,True,True
10720,True,False,True,True
10721,True,True,True,True
10722,True,True,True,True
10723,True,False,False,True
10724,True,False,True,True
10725,True,False,True,True
10726,True,True,True,True
10727,True,True,True,True
10728,True,True,True,True
10729,True,False,True,True
10730,True,False,True,True
10731,False,False,False,False
10732,True,True,True,True
10733,True,False,True,True
10734,True,False,False,True
10735,True,True,True,True
10736,True,True,True,True
10737,True,True,True,True
10738,True,True,True,True
10739,True,False,True,True
10740,True,False,True,True
10741,True,True,True,True
10742,True,True,True,True
10743,True,True,True,True
10744,True,True,True,True
10745,True,False,True,True
10746,True,True,True,True
10747,True,True,True,True
10748,True,False,True,True
10749,True,False,False,True
10750,True,False,True,True
10751,True,False,True,True
10752,True,False,False,True
10753,True,False,True,True
10754,True,False,True,True
10755,True,True,True,True
10756,True,False,True,True
10757,True,True,True,True
10758,True,True,True,True
10759,True,True,True,True
10760,True,False,False,True
10761,True,False,True,True
10762,True,True,True,True
10763,True,True,True,True
10764,True,False,True,True
10765,True,True,True,True
10766,True,False,True,True
10767,True,False,True,True
10768,True,True,True,True
10769,True,True,True,True
10770,True,True,True,True
10771,True,True,True,True
10772,True,True,True,True
10773,True,False,True,True
10774,True,True,True,True
10775,True,False,True,True
10776,True,False,False,True
10777,True,False,False,True
10778,True,True,True,True
10779,True,True,True,True
10780,True,False,True,True
10781,True,False,False,True
10782,True,True,True,True
10783,True,False,True,True
10784,True,False,True,True
10785,True,False,False,True
10786,True,True,True,True
10787,True,False,True,True
10788,True,False,True,True
10789,False,False,False,False
10790,True,False,True,True
10791,True,False,True,True
10792,True,True,True,True
10793,True,True,True,True
10794,True,True,True,True
10795,True,False,True,True
10796,True,False,False,True
10797,True,False,True,True
10798,True,False,True,True
10799,True,True,True,True
10800,True,False,False,True
10801,True,True,True,True
10802,True,False,False,True
10803,True,True,True,True
10804,True,False,True,True
10805,True,True,True,True
10806,True,False,True,True
10807,True,False,False,True
10808,True,False,True,True
10809,True,True,True,True
10810,True,False,True,True
10811,True,False,True,True
10812,True,True,True,True
10813,True,False,True,True
10814,True,False,True,True
10815,True,True,True,True
10816,True,True,True,True
10817,True,False,True,True
10818,True,True,True,True
10819,True,True,True,True
10820,True,False,True,True
10821,True,True,True,True
10822,True,True,True,True
10823,True,True,True,True
10824,True,False,True,True
10825,True,True,True,True
10826,True,True,True,True
10827,True,False,True,True
10828,True,True,True,True
10829,True,True,True,True
10830,True,True,True,True
10831,True,True,True,True
10832,True,False,True,True
10833,True,True,True,True
10834,True,False,True,True
10835,True,False,True,True
10836,True,False,False,True
10837,True,False,True,True
10838,True,False,False,True
10839,True,True,True,True
10840,True,True,True,True
10841,True,False,True,True
10842,True,True,True,True
10843,True,True,True,True
10844,True,True,True,True
10845,True,True,True,True
10846,True,True,True,True
10847,True,False,True,True
10848,True,True,True,True
10849,True,False,True,True
10850,True,True,True,True
10851,True,True,True,True
10852,True,True,True,True
10853,True,True,True,True
10854,True,False,True,True
10855,True,True,True,True
10856,True,True,True,True
10857,True,False,True,True
10858,True,False,True,True
10859,True,False,False,True
10860,True,False,True,True
10861,True,True,True,True
10862,True,True,True,True
10863,True,False,False,True
10864,True,False,False,True
10865,True,True,True,True
10866,True,False,True,True
10867,True,False,True,True
10868,True,False,True,True
10869,True,True,True,True
10870,True,True,True,True
10871,True,False,False,True
10872,True,True,True,True
10873,True,False,True,True
10874,True,True,True,True
10875,True,False,True,True
10876,True,False,True,True
10877,True,True,True,True
10878,True,False,True,True
10879,True,True,True,True
10880,True,True,True,True
10881,True,True,True,True
10882,True,False,False,True
10883,True,False,False,True
10884,True,False,True,True
10885,True,True,True,True
10886,True,True,True,True
10887,True,False,True,True
10888,True,False,True,True
10889,True,False,False,True
10890,True,True,True,True
10891,True,False,True,True
10892,True,True,True,True
10893,True,True,True,True
10894,True,False,False,True
10895,False,False,False,False
10896,True,False,True,True
10897,True,True,True,True
10898,True,True,True,True
10899,True,True,True,True
10900,True,True,True,True
10901,True,True,True,True
10902,True,True,True,True
10903,True,False,False,True
10904,True,True,True,True
10905,True,False,True,True
10906,True,True,True,True
10907,True,True,True,True
10908,True,True,True,True
10909,True,False,True,True
10910,True,True,True,True
10911,True,True,True,True
10912,True,False,False,True
10913,True,True,True,True
10914,True,True,True,True
10915,True,False,True,True
10916,True,True,True,True
10917,True,True,True,True
10918,True,True,True,True
10919,True,True,True,True
10920,True,True,True,True
10921,True,True,True,True
10922,True,True,True,True
10923,True,False,False,True
10924,True,True,True,True
10925,True,False,True,True
10926,True,False,False,True
10927,True,True,True,True
10928,True,False,False,True
10929,True,True,True,True
10930,True,False,True,True
10931,True,False,True,True
10932,True,False,True,True
10933,True,False,True,True
10934,True,False,True,True
10935,True,True,True,True
10936,True,True,True,True
10937,True,False,True,True
10938,True,True,True,True
10939,True,False,True,True
10940,True,False,True,True
10941,True,True,True,True
10942,True,True,True,True
10943,True,False,False,True
10944,True,True,True,True
10945,True,True,True,True
10946,True,True,True,True
10947,True,False,True,True
10948,True,True,True,True
10949,True,False,False,True
10950,True,True,True,True
10951,True,True,True,True
10952,True,False,True,True
10953,True,True,True,True
10954,True,False,False,True
10955,True,True,True,True
10956,True,False,True,True
10957,True,False,True,True
10958,True,True,True,True
10959,True,False,False,True
10960,True,True,True,True
10961,True,False,False,True
10962,True,True,True,True
10963,True,True,True,True
10964,True,True,True,True
10965,True,True,True,True
10966,True,True,True,True
10967,True,True,True,True
10968,True,False,False,True
10969,True,True,True,True
10970,True,False,False,True
10971,True,True,True,True
10972,True,True,True,True
10973,True,True,True,True
10974,True,True,True,True
10975,True,True,True,True
10976,True,False,True,True
10977,True,False,True,True
10978,True,True,True,True
10979,True,True,True,True
10980,True,True,True,True
10981,True,False,False,True
10982,True,False,True,True
10983,True,True,True,True
10984,True,True,True,True
10985,True,False,False,True
10986,True,False,True,True
10987,True,True,True,True
10988,True,True,True,True
10989,True,True,True,True
10990,True,False,False,True
10991,True,True,True,True
10992,True,True,True,True
10993,True,True,True,True
10994,True,False,True,True
10995,True,True,True,True
10996,True,True,True,True
10997,True,True,True,True
10998,True,False,True,True
10999,True,True,True,True
11000,True,False,True,True
11001,True,True,True,True
11002,True,True,True,True
11003,True,True,True,True
11004,True,False,True,True
11005,True,True,True,True
11006,True,False,False,True
11007,True,True,True,True
11008,True,True,True,True
11009,True,True,True,True
11010,True,True,True,True
11011,True,False,False,True
11012,True,True,True,True
11013,True,True,True,True
11014,True,False,True,True
11015,True,True,True,True
11016,True,False,True,True
11017,True,True,True,True
11018,True,True,True,True
11019,True,False,True,True
11020,True,True,True,True
11021,True,False,False,True
11022,True,True,True,True
11023,True,True,True,True
11024,True,False,True,True
11025,True,False,False,True
11026,False,False,False,False
11027,True,False,True,True
11028,True,True,True,True
11029,True,True,True,True
11030,True,False,True,True
11031,True,False,False,True
11032,True,True,True,True
11033,True,False,True,True
11034,True,True,True,True
11035,True,True,True,True
11036,True,True,True,True
11037,True,False,False,True
11038,True,False,True,True
11039,True,True,True,True
11040,True,True,True,True
11041,True,False,True,True
11042,True,False,True,True
11043,True,True,True,True
11044,True,False,True,True
11045,True,False,True,True
11046,True,False,False,True
11047,True,True,True,True
11048,True,True,True,True
11049,True,True,True,True
11050,True,True,True,True
11051,True,True,True,True
11052,True,False,True,True
11053,True,False,False,True
11054,True,True,True,True
11055,True,False,False,True
11056,True,False,True,True
11057,True,False,True,True
11058,True,True,True,True
11059,True,False,True,True
11060,True,True,True,True
11061,True,False,False,True
11062,True,True,True,True
11063,True,True,True,True
11064,True,False,False,True
11065,True,False,True,True
11066,True,False,False,True
11067,True,True,True,True
11068,True,True,True,True
11069,True,False,True,True
11070,True,False,True,True
11071,True,False,True,True
11072,True,False,True,True
11073,True,False,True,True
11074,True,False,True,True
11075,True,False,True,True
11076,True,True,True,True
11077,True,False,True,True
11078,True,True,True,True
11079,True,True,True,True
11080,True,False,True,True
11081,True,False,True,True
11082,True,False,False,True
11083,True,False,False,True
11084,True,True,True,True
11085,True,False,True,True
11086,True,True,True,True
11087,True,False,True,True
11088,True,True,True,True
11089,True,True,True,True
11090,True,True,True,True
11091,True,True,True,True
11092,True,False,True,True
11093,True,False,True,True
11094,True,True,True,True
11095,True,True,True,True
11096,True,False,True,True
11097,True,True,True,True
11098,True,False,True,True
11099,True,False,True,True
11100,True,False,True,True
11101,True,True,True,True
11102,True,False,True,True
11103,True,True,True,True
11104,True,False,True,True
11105,True,False,True,True
11106,True,True,True,True
11107,True,False,True,True
11108,True,False,True,True
11109,True,True,True,True
11110,True,True,True,True
11111,True,True,True,True
11112,True,False,True,True
11113,True,True,True,True
11114,True,False,True,True
11115,True,True,True,True
11116,True,True,True,True
11117,True,True,True,True
11118,True,True,True,True
11119,True,False,False,True
11120,True,True,True,True
11121,True,False,True,True
11122,True,True,True,True
11123,True,True,True,True
11124,True,False,False,True
11125,True,False,True,True
11126,True,False,True,True
11127,True,False,True,True
11128,True,True,True,True
11129,True,True,True,True
11130,True,False,True,True
11131,True,False,False,True
11132,True,True,True,True
11133,True,True,True,True
11134,False,False,False,False
11135,True,False,True,True
11136,True,False,True,True
11137,True,True,True,True
11138,True,False,True,True
11139,True,False,True,True
11140,True,False,True,True
11141,True,True,True,True
11142,False,False,False,False
11143,True,True,True,True
11144,True,True,True,True
11145,True,False,True,True
11146,True,False,True,True
11147,True,True,True,True
11148,True,True,True,True
11149,True,True,True,True
11150,True,False,True,True
11151,True,False,False,True
11152,True,False,False,True
11153,True,False,True,True
11154,True,True,True,True
11155,True,False,False,True
11156,True,False,True,True
11157,True,False,True,True
11158,True,True,True,True
11159,True,True,True,True
11160,True,False,True,True
11161,True,True,True,True
11162,True,False,True,True
11163,True,True,True,True
11164,True,False,True,True
11165,True,False,True,True
11166,True,True,True,True
11167,True,False,False,True
11168,True,True,True,True
11169,True,True,True,True
11170,True,False,False,True
11171,True,True,True,True
11172,True,True,True,True
11173,True,False,True,True
11174,True,False,True,True
11175,True,True,True,True
11176,True,False,True,True
11177,True,False,True,True
11178,True,True,True,True
11179,True,False,True,True
11180,True,True,True,True
11181,True,True,True,True
11182,True,False,True,True
11183,True,True,True,True
11184,True,True,True,True
11185,True,False,True,True
11186,True,True,True,True
11187,True,True,True,True
11188,True,True,True,True
11189,True,True,True,True
11190,True,True,True,True
11191,True,True,True,True
11192,True,False,True,True
11193,True,False,False,True
11194,True,False,False,True
11195,True,True,True,True
11196,True,True,True,True
11197,True,True,True,True
11198,True,True,True,True
11199,True,False,True,True
11200,True,False,True,True
11201,True,True,True,True
11202,True,True,True,True
11203,True,False,True,True
11204,True,False,True,True
11205,True,True,True,True
11206,True,False,True,True
11207,True,False,True,True
11208,True,False,True,True
11209,True,False,True,True
11210,True,False,False,True
11211,True,False,True,True
11212,True,True,True,True
11213,False,False,False,False
11214,True,True,True,True
11215,True,True,True,True
11216,True,False,False,True
11217,True,False,True,True
11218,True,True,True,True
11219,True,True,True,True
11220,True,False,True,True
11221,True,False,True,True
11222,True,False,True,True
11223,True,True,True,True
11224,True,False,True,True
11225,True,True,True,True
11226,True,True,True,True
11227,True,False,False,True
11228,True,False,True,True
11229,True,False,False,True
11230,True,True,True,True
11231,True,True,True,True
11232,True,True,True,True
11233,True,False,True,True
11234,True,True,True,True
11235,True,False,True,True
11236,True,True,True,True
11237,True,False,True,True
11238,True,True,True,True
11239,True,True,True,True
11240,True,False,True,True
11241,True,True,True,True
11242,True,False,True,True
11243,True,False,True,True
11244,True,False,True,True
11245,False,False,False,False
11246,True,True,True,True
11247,True,True,True,True
11248,True,False,False,True
11249,True,True,True,True
11250,True,False,False,True
11251,True,True,True,True
11252,True,False,True,True
11253,True,True,True,True
11254,True,False,True,True
11255,True,True,True,True
11256,True,False,True,True
11257,True,True,True,True
11258,True,True,True,True
11259,True,True,True,True
11260,True,True,True,True
11261,True,True,True,True
11262,True,False,False,True
11263,True,True,True,True
11264,True,True,True,True
11265,True,True,True,True
11266,True,False,True,True
11267,True,False,True,True
11268,True,True,True,True
11269,True,False,True,True
11270,True,False,True,True
11271,True,False,False,True
11272,True,False,True,True
11273,True,True,True,True
11274,True,False,True,True
11275,True,True,True,True
11276,True,True,True,True
11277,True,True,True,True
11278,True,True,True,True
11279,True,False,True,True
11280,True,True,True,True
11281,True,False,True,True
11282,True,True,True,True
11283,True,False,False,True
11284,True,False,False,True
11285,True,False,False,True
11286,True,True,True,True
11287,True,True,True,True
11288,False,False,False,False
11289,True,True,True,True
11290,True,False,False,True
11291,True,False,True,True
11292,True,False,False,True
11293,True,True,True,True
11294,True,False,True,True
11295,True,False,True,True
11296,True,True,True,True
11297,True,False,False,True
11298,True,True,True,True
11299,True,True,True,True
11300,True,False,True,True
11301,True,True,True,True
11302,True,True,True,True
11303,True,False,True,True
11304,True,False,True,True
11305,True,True,True,True
11306,True,True,True,True
11307,True,True,True,True
11308,True,True,True,True
11309,True,False,True,True
11310,True,True,True,True
11311,True,False,True,True
11312,True,False,False,True
11313,True,True,True,True
11314,True,False,True,True
11315,True,True,True,True
11316,True,True,True,True
11317,True,False,True,True
11318,True,True,True,True
11319,True,True,True,True
11320,True,False,False,True
11321,True,False,True,True
11322,True,False,True,True
11323,True,False,True,True
11324,True,True,True,True
11325,True,False,True,True
11326,True,True,True,True
11327,True,True,True,True
11328,True,False,False,True
11329,True,False,False,True
11330,True,False,True,True
11331,True,False,True,True
11332,True,True,True,True
11333,True,False,True,True
11334,True,False,True,True
11335,True,False,True,True
11336,True,False,True,True
11337,True,True,True,True
11338,True,True,True,True
11339,True,False,True,True
11340,True,True,True,True
11341,True,True,True,True
11342,False,False,False,False
11343,True,False,True,True
11344,True,False,True,True
11345,True,True,True,True
11346,True,True,True,True
11347,True,True,True,True
11348,True,False,True,True
11349,True,True,True,True
11350,True,True,True,True
11351,True,False,False,True
11352,True,True,True,True
11353,True,True,True,True
11354,True,True,True,True
11355,True,True,True,True
11356,True,True,True,True
11357,True,False,True,True
11358,True,False,True,True
11359,True,True,True,True
11360,True,True,True,True
11361,True,False,True,True
11362,True,False,True,True
11363,False,False,False,False
11364,True,True,True,True
11365,True,True,True,True
11366,True,False,True,True
11367,True,False,True,True
11368,True,True,True,True
11369,True,False,True,True
11370,True,True,True,True
11371,True,False,False,True
11372,True,True,True,True
11373,True,True,True,True
11374,True,False,True,True
11375,True,False,False,True
11376,True,True,True,True
11377,True,True,True,True
11378,True,True,True,True
11379,True,False,True,True
11380,True,False,True,True
11381,True,True,True,True
11382,True,True,True,True
11383,True,False,True,True
11384,True,True,True,True
11385,True,True,True,True
11386,True,False,True,True
11387,True,False,True,True
11388,False,False,False,False
11389,True,True,True,True
11390,True,True,True,True
11391,True,False,False,True
11392,True,True,True,True
11393,True,True,True,True
11394,True,False,True,True
11395,True,False,True,True
11396,True,True,True,True
11397,True,True,True,True
11398,True,False,True,True
11399,True,False,True,True
11400,True,True,True,True
11401,True,True,True,True
11402,True,False,True,True
11403,True,True,True,True
11404,True,False,False,True
11405,True,True,True,True
11406,True,True,True,True
11407,True,False,True,True
11408,True,True,True,True
11409,True,True,True,True
11410,True,True,True,True
11411,True,False,True,True
11412,True,True,True,True
11413,True,False,True,True
11414,True,False,True,True
11415,True,False,False,True
11416,True,True,True,True
11417,True,False,True,True
11418,True,True,True,True
11419,True,True,True,True
11420,True,False,False,True
11421,True,False,True,True
11422,True,True,True,True
11423,True,True,True,True
11424,True,True,True,True
11425,True,True,True,True
11426,True,True,True,True
11427,True,True,True,True
11428,True,True,True,True
11429,True,False,True,True
11430,True,True,True,True
11431,True,False,False,True
11432,True,True,True,True
11433,True,False,True,True
11434,True,False,True,True
11435,True,True,True,True
11436,True,True,True,True
11437,True,True,True,True
11438,True,True,True,True
11439,True,True,True,True
11440,True,True,True,True
11441,True,False,True,True
11442,True,False,False,True
11443,True,True,True,True
11444,True,False,True,True
11445,True,True,True,True
11446,True,True,True,True
11447,False,False,False,False
11448,True,False,True,True
11449,True,False,True,True
11450,True,True,True,True
11451,True,False,True,True
11452,True,False,True,True
11453,True,True,True,True
11454,True,True,True,True
11455,True,False,True,True
11456,True,False,True,True
11457,True,True,True,True
11458,True,False,False,True
11459,True,False,True,True
11460,True,True,True,True
11461,True,False,True,True
11462,True,True,True,True
11463,True,False,False,True
11464,True,True,True,True
11465,True,True,True,True
11466,True,True,True,True
11467,False,False,False,False
11468,True,False,False,True
11469,True,False,False,True
11470,True,True,True,True
11471,False,False,False,False
11472,True,False,True,True
11473,True,False,True,True
11474,True,True,True,True
11475,True,False,False,True
11476,True,True,True,True
11477,True,False,True,True
11478,True,True,True,True
11479,False,False,False,False
11480,True,True,True,True
11481,True,False,True,True
11482,True,False,True,True
11483,True,True,True,True
11484,True,False,True,True
11485,True,True,True,True
11486,True,True,True,True
11487,True,True,True,True
11488,True,False,True,True
11489,True,False,True,True
11490,True,True,True,True
11491,True,True,True,True
11492,True,False,True,True
11493,False,False,False,False
11494,True,False,True,True
11495,True,True,True,True
11496,True,False,True,True
11497,True,True,True,True
11498,True,False,False,True
11499,True,False,True,True
11500,True,False,False,True
11501,True,True,True,True
11502,True,True,True,True
11503,True,True,True,True
11504,True,True,True,True
11505,True,True,True,True
11506,True,True,True,True
11507,True,True,True,True
11508,True,False,False,True
11509,True,True,True,True
11510,True,True,True,True
11511,True,True,True,True
11512,True,False,True,True
11513,True,False,True,True
11514,True,True,True,True
11515,True,True,True,True
11516,True,False,True,True
11517,True,True,True,True
11518,True,True,True,True
11519,True,False,False,True
11520,True,True,True,True
11521,True,True,True,True
11522,True,False,True,True
11523,True,True,True,True
11524,True,False,False,True
11525,True,True,True,True
11526,True,True,True,True
11527,True,True,True,True
11528,True,True,True,True
11529,True,False,True,True
11530,True,True,True,True
11531,True,True,True,True
11532,True,False,True,True
11533,False,False,False,False
11534,True,False,False,True
11535,False,False,False,False
11536,True,True,True,True
11537,True,True,True,True
11538,True,True,True,True
11539,True,True,True,True
11540,True,True,True,True
11541,True,False,True,True
11542,True,False,True,True
11543,True,True,True,True
11544,True,False,True,True
11545,True,False,True,True
11546,True,False,False,True
11547,True,False,True,True
11548,True,True,True,True
11549,True,True,True,True
11550,True,False,False,True
11551,False,False,False,False
11552,True,False,True,True
11553,True,False,False,True
11554,True,False,True,True
11555,True,False,True,True
11556,True,True,True,True
11557,True,False,False,True
11558,True,False,True,True
11559,True,False,True,True
11560,True,True,True,True
11561,True,True,True,True
11562,False,False,False,False
11563,True,False,True,True
11564,True,False,True,True
11565,True,True,True,True
11566,True,True,True,True
11567,True,False,True,True
11568,True,True,True,True
11569,True,True,True,True
11570,True,False,False,True
11571,True,False,True,True
11572,True,True,True,True
11573,True,False,False,True
11574,True,True,True,True
11575,False,False,False,False
11576,True,False,True,True
11577,True,False,True,True
11578,True,False,True,True
11579,True,True,True,True
11580,True,False,False,True
11581,True,True,True,True
11582,True,True,True,True
11583,True,True,True,True
11584,True,False,True,True
11585,True,True,True,True
11586,True,True,True,True
11587,True,False,False,True
11588,False,False,False,False
11589,True,True,True,True
11590,True,True,True,True
11591,True,True,True,True
11592,True,True,True,True
11593,True,True,True,True
11594,True,True,True,True
11595,True,True,True,True
11596,True,False,False,True
11597,True,False,False,True
11598,True,True,True,True
11599,True,False,True,True
11600,True,False,True,True
11601,True,False,False,True
11602,True,False,True,True
11603,True,True,True,True
11604,True,False,True,True
11605,True,True,True,True
11606,True,False,False,True
11607,True,True,True,True
11608,True,False,True,True
11609,True,True,True,True
11610,True,False,True,True
11611,True,True,True,True
11612,True,False,True,True
11613,True,False,False,True
11614,True,False,True,True
11615,True,True,True,True
11616,True,True,True,True
11617,True,True,True,True
11618,True,True,True,True
11619,True,True,True,True
11620,True,True,True,True
11621,True,True,True,True
11622,True,True,True,True
11623,True,True,True,True
11624,True,True,True,True
11625,True,True,True,True
11626,True,True,True,True
11627,True,False,True,True
11628,True,True,True,True
11629,True,True,True,True
11630,True,True,True,True
11631,True,True,True,True
11632,True,True,True,True
11633,True,False,False,True
11634,True,False,False,True
11635,True,True,True,True
11636,True,True,True,True
11637,True,False,True,True
11638,True,True,True,True
11639,True,True,True,True
11640,True,False,True,True
11641,True,True,True,True
11642,True,False,True,True
11643,True,False,True,True
11644,True,True,True,True
11645,True,False,True,True
11646,True,False,True,True
11647,True,False,True,True
11648,True,True,True,True
11649,True,False,True,True
11650,True,False,False,True
11651,True,True,True,True
11652,True,True,True,True
11653,True,True,True,True
11654,True,False,False,True
11655,True,True,True,True
11656,True,False,True,True
11657,True,False,True,True
11658,True,False,False,True
11659,True,True,True,True
11660,True,True,True,True
11661,True,False,True,True
11662,True,True,True,True
11663,True,False,True,True
11664,True,False,True,True
